Date,GLD,SPY,TLT,USO,UUP
2007-03-02,-0.032057134915445484,-0.013095045960173968,0.005014171866779771,-0.004488746085077766,-0.0004004791748585257
2007-03-05,-0.012242957000559329,-0.00951881088868134,0.001662407277884359,-0.027249547841323274,0.006410323752192193
2007-03-06,0.019386639357807045,0.017109956012805627,-0.0029874262748736946,0.014107230512043545,-0.0007961755026326678
2007-03-07,0.0023382934109268394,-0.0010027850752309941,0.0038852083058893427,0.01927665394646061,-0.003984138804213666
2007-03-08,0.0027993825292806918,0.008455479537279098,-0.0008853906463551775,0.0,0.0048000728639316925
2007-03-09,-0.0035670493945292314,0.0002837449941994752,-0.010513456745018024,-0.023006439542069712,0.0015922617879295942
2007-03-12,0.0018677470285139997,0.0014920245775966734,0.003914083889025921,-0.01516667585259357,-0.0031796391925448253
2007-03-13,-0.010097894953304487,-0.019434031879025704,0.006017335097102894,-0.008308001217611216,-0.0023924255198608524
2007-03-14,0.0034525643721170507,0.007450610086982223,-0.004541318779597958,0.0040866524019538275,-0.0023979837982250896
2007-03-15,0.0006256008193068485,0.0013636838900732418,-0.00011060477376767519,-0.0095645345246409,0.0
2007-03-16,0.010003176131991198,-0.002799909671824974,-0.00022317466634635963,-0.005136634670340201,-0.003605577025661111
2007-03-19,0.0018569345726906494,0.012054675806787873,-0.0021148093543451596,0.005782788198734901,0.005226981801895736
2007-03-20,0.00818657393860489,0.005492619741408689,0.0005584209376130467,-0.0049281658050699395,-0.005999979022933033
2007-03-21,0.00842658311698008,0.01645741304857018,0.0004450517712903945,0.0070160990303616,-0.0028168915006157036
2007-03-22,-0.0009115399403210045,-0.0007677279306986806,-0.00791057960517283,0.028278710854307,0.0
2007-03-23,-0.009276164697924805,0.0014666379751755443,-0.0028074778082236573,0.007772008514878692,0.006053156972471774
2007-03-26,0.010590864095953112,-0.0013255266275880029,0.0012390672205866426,0.011864711839863817,-0.0032088842989322908
2007-03-27,-0.002126357798228895,-0.002373943202063744,-0.0016880743193355974,0.000586331738670065,-0.00040250325822011046
2007-03-28,0.005327338200507903,-0.007279764383784415,-0.002027723763678435,0.015624984866008385,0.0
2007-03-29,-0.006056040990118583,0.0010579812156092938,-0.0013546887476312275,0.031153825613168484,0.0012079959969850673
2007-03-30,0.0013708505072180799,0.00021102343939061186,-0.0019223587891414873,-0.005035443176839016,-0.0032168953238410625
2007-04-02,0.0016732676289328285,0.001126839918304201,0.001659962785710345,0.003936324370689359,0.002420322244951034
2007-04-03,-0.00030366960561534206,0.010762292745642554,-0.0012478776597431018,-0.02053775691960502,0.0012072392145494604
2007-04-04,0.014886764397396002,0.0011137368300619954,0.0010218038495108939,-0.0024780262235354344,-0.0012057835453693766
2007-04-05,0.0007484366649461727,0.0027111234272483298,-0.0037462294333157065,-0.006115106025690653,-0.0032193045721321534
2007-04-09,-0.004935713850466206,0.0013867502258204656,-0.006608752528177386,-0.03191693714638777,0.006459313454898918
2007-04-10,0.009469485861595128,0.0011765196550557189,0.002981544691468052,0.005163895612908531,-0.0032088842989322908
2007-04-11,-0.0011912124284148007,-0.004079705727610294,-0.0006861269053475283,-0.0029638712521221633,0.0
2007-04-12,-0.0013417406802080922,0.004443915665197418,0.00022856002898152816,0.023583084879056804,-0.006036105886044196
2007-04-13,0.012688438591230478,0.00456222160771147,-0.003088832025353039,-0.0025169615542043333,-0.0004049475645983014
2007-04-16,0.008254793900622559,0.009496508832758765,0.005509541069750545,-0.006211174145593357,-0.004050299195304752
2007-04-17,-0.005847975394087768,0.0026583797620518546,0.005594324074231549,-0.01777343425492295,-0.0004068502499431359
2007-04-18,0.005588194903205501,0.001223680197312671,0.004993893056915111,-0.0029827306253357166,-0.0012204092916319187
2007-04-19,-0.01243051342881718,-0.0002715559320701777,-0.0016944568101862068,-0.018348587557726392,0.0
2007-04-20,0.01732560625047741,0.009441016684109238,-0.0026016545176723582,0.016863023075430306,-0.0036658841086931737
2007-04-23,-0.006404582700974548,-0.0037683367335062945,0.00362998215600574,0.023376663366184935,0.005314781168196392
2007-04-24,-0.007764411993998022,0.00040534257379509775,0.0037296365523116215,-0.016204642937790448,-0.0012200039080956238
2007-04-25,0.0023622622882752964,0.009181665625649149,-0.003490973930172836,0.018456049145474385,-0.0016286588476198682
2007-04-26,-0.01502425470962565,0.001137500510966838,-0.007232376322226175,-0.007404541511592422,0.004078289260937673
2007-04-27,0.01031845048110136,-0.0008014954912097805,-0.0002274633289555128,0.017667874953711138,-0.003249379499233651
2007-04-30,-0.0069567974790926135,-0.008293448028314221,0.01047444427349098,-0.011574044605614064,-0.002037574067657588
2007-05-01,-0.005962049758802435,0.00256323682793802,0.0007242665671458592,-0.017174103030622057,0.006125019732371895
2007-05-02,-0.00044982423449801967,0.00585157289563254,-0.0005643655526617053,-0.015289921533587103,0.0008118674169390605
2007-05-03,0.012451157456685458,0.005416488635722416,-0.002263103855445703,-0.006251288008411904,0.0012164497081430525
2007-05-04,0.010371975104365827,0.0037910635233759926,0.004080155445704614,-0.01988635483992829,-0.0036453691240321273
2007-05-07,0.0008798585781735202,0.00019908050228556462,0.0027094260610247556,-0.004968899949492789,0.002439289478476825
2007-05-08,-0.005421285664205633,-0.0013246070424061118,-0.0022514917566349713,0.012068206404166837,0.002838503827749639
2007-05-09,-0.006334713060910269,0.0027196394440365257,-0.0039487575743052394,-0.012952324753715216,0.0012131878329595391
2007-05-10,-0.02149736121344592,-0.010451951401413195,0.002378948922851176,0.0029161259995902356,0.0012115367626506224
2007-05-11,0.006818135579427009,0.008556593103328014,-0.0035030351913660773,0.008722703128463571,0.0008066836766658092
2007-05-14,-0.002558287084312827,-0.002187255314250347,-0.0026079336452282664,-0.0002058538520902653,-0.0008060334626287524
2007-05-15,0.003922784264016599,0.0002653884493668546,-0.0003403569296474007,0.008855030745783532,-0.003227277136570339
2007-05-16,-0.014126877494329837,0.0068409396538526845,-0.0006827630943828655,-0.00938973021860734,0.004451714771361637
2007-05-17,-0.00823172146475537,-0.0019790308037850313,-0.0040975587576679295,0.033587494521236216,0.002417487319320566
2007-05-18,0.007070382750297144,0.008724503997677546,-0.006627414629558626,-0.0011961996306527611,-0.002009729320240239
2007-05-21,0.002289400695425492,-0.0005243557453636916,0.002991195696967708,0.014371282288063059,0.002819160689090383
2007-05-22,-0.007157015894746599,-0.0007868049621627682,-0.0051620471314026695,-0.017709593295620718,0.0004016950577376832
2007-05-23,0.0052147850183958955,0.00013115493123461164,-0.002881985082952121,0.005008013004205614,-0.0008029775577443887
2007-05-24,-0.012053721460052347,-0.009052391680056782,0.0009250208793727399,-0.024715924038782977,0.0016070656141622397
2007-05-25,0.002934400639478696,0.0041705359695172195,-0.002310145804397812,0.011649288601453867,-0.0008021536517544003
2007-05-29,0.002001805490156272,0.0036261416101330823,-0.00011579787550219933,-0.022222191396385704,0.00040144379413509235
2007-05-30,-0.005378799381628552,0.008144258847173846,0.002084911570526815,-0.003925670153226313,0.0016051308067392966
2007-05-31,0.012669957962885725,-0.001041712233385117,-0.0018488944835941545,0.015556938689956556,-0.0016025584907360946
2007-06-01,0.013732095106908648,0.004956596568759908,-0.005254006471901107,0.010212418491620578,0.0004011927683136296
2007-06-04,0.0015050943775820613,0.00012939217361984667,0.004557033202061023,0.017994326852461384,-0.004011217745296447
2007-06-05,-0.0025548266697670297,-0.003957699408278725,-0.006281399863643067,-0.006554081953488722,-0.002818980170380736
2007-06-06,0.0006026957039624303,-0.010750146248552639,-0.0004669448099957618,0.005797699177796156,0.0016152314926785039
2007-06-07,-0.017316691198061895,-0.018045158034240893,-0.017916223353751537,0.006758102629836005,0.0064517720684738045
2007-06-08,-0.015936268487339866,0.013010578358833236,-0.0008347231546350642,-0.03139190729886754,0.0032050271922245965
2007-06-11,0.007474240398867016,0.0017218770136160355,-0.0028637787315791696,0.015898873980087602,0.0023963369893866826
2007-06-12,-0.009273547178079045,-0.010905612190387659,-0.014480749353041111,-0.0056179530184519155,0.001991935469469519
2007-06-13,0.0067082732513541465,0.014968522398774553,0.011900536278819596,0.010694083224592088,0.0019881537723014375
2007-06-14,0.0010847620664558022,0.006386081509524244,-0.0025193622444451558,0.020163671759961588,0.0011904719555186905
2007-06-15,0.0038699691316579354,0.005689979350568697,0.006856532298316731,0.008414879021837018,-0.005548929946935677
2007-06-18,0.0015419965531842106,-0.001176576234660276,-0.002030865992960762,0.011837776534096234,-0.0011959591960767346
2007-06-19,0.008160222226242242,0.0024859044934022467,0.009338678993928262,-0.00038359144606436857,0.0003991304090420478
2007-06-20,-0.011759380467096459,-0.013897045979856082,-0.008066176653981683,-0.010936295213074487,-0.03789385775707943
2007-06-21,-0.0023180579199683082,0.005557798642310541,-0.004782894246312841,0.0009699173191179966,0.04063032148741064
2007-06-22,0.0034077018126195124,-0.009409161666973587,0.006488285054157883,0.005620172947733426,-0.005976252850532937
2007-06-25,-0.005402878677314038,-0.004782659548437707,0.0054917004458785446,0.0013490016505603997,0.0032064018810125106
2007-06-26,-0.012571804585665092,-0.010278112408166451,0.00023760245966197857,-0.016166284976685263,-0.0015980768638439447
2007-06-27,0.0007859043995597226,0.014228433537979202,0.0009494754500480873,0.014867021754893628,0.0016006348012873595
2007-06-28,0.009266593124749312,-0.00013248875379523462,-0.00023732068797666095,0.011372400548204542,0.0
2007-06-29,0.00015553231409404233,0.0003318009362780483,0.010320746948462078,0.010100986601230488,-0.005992698701267063
2007-07-02,0.011669519825327601,0.009041180100515911,0.005256090435314054,0.009999976967865587,-0.005225152107891762
2007-07-03,-0.004306348719670949,0.00362340099475289,-0.006096879816144596,0.00018685104536819708,-0.0016162466061446779
2007-07-05,-0.00494284376557419,-0.001050145374943967,-0.01120649305654342,0.011393361970874594,0.004856407868967905
2007-07-06,0.008382504360077148,0.005256810786330224,-0.004056384045661887,0.009787604143345785,-0.002013595947138347
2007-07-09,0.006465489145083714,0.0007846822615515947,0.0035938191313129586,-0.006035146840031258,0.0004035498275960503
2007-07-10,0.003517946873599298,-0.014239573790504556,0.016949534837722435,0.0068077784171090006,-0.006857670099012392
2007-07-11,-0.0025910405024214267,0.0070907085120071045,-0.01032897462340232,-0.0010965163003013867,-0.0012185173122125637
2007-07-12,0.008862991748502358,0.015790209773423936,-0.0034393012038298476,0.0014636266241863094,-0.0016267630177497772
2007-07-13,0.00015150161676835694,0.002979469261230827,0.002737284604551249,0.014614527083130158,0.0008147524882358148
2007-07-16,-0.00318035875139977,-0.00012958213158031917,0.009613155041844568,0.003961062340284371,-0.0004069989962759424
2007-07-17,-0.0010635019013791602,-0.0005165244867120222,-0.0021157865982888158,-0.002152061253531734,0.0
2007-07-18,0.013231980936608823,-0.0018095673880967889,0.0037697281636279723,0.016894364696580677,-0.0008143294238098786
2007-07-19,0.005854088465471419,0.003884316729952264,-0.000235648820139156,0.008837044606201605,-0.0004074965483343851
2007-07-20,0.008506188280152926,-0.010124070866281754,0.009039754848847448,-0.001401573729648331,-0.0016307420410761608
2007-07-23,-0.0016277094905465805,0.0030616158847511787,-0.001629153727084054,-0.010877174243592358,0.0020417342524232662
2007-07-24,0.0,-0.017341083566311477,0.003728877578823342,-0.0216389002765216,-0.007742525744338757
2007-07-25,-0.008448194523662078,0.002049267380705766,0.0019733743650791613,0.041334278201667685,0.008624292648867993
2007-07-26,-0.018684603460232596,-0.023679501305678197,0.008341711458665024,-0.02123950966528354,-0.004478811830954554
2007-07-27,-0.0036557175657478957,-0.0196594480099187,0.0028723587513370674,0.0270366493198142,0.008180022270236842
2007-07-30,0.00550363798810749,0.015643376854531432,-0.002864131936903047,-0.00415659285573422,0.0016227122988736742
2007-07-31,0.0003041549868019189,-0.011263250513566025,0.007239431228326154,0.01791302224864122,-0.00162008336966446
2007-08-01,0.0021279736692538798,0.004872038930951117,-0.0021644504465894165,-0.01315565477230174,0.0004057689931573627
2007-08-02,-0.0006067179636309872,0.007990512306294661,0.002524626667300245,-0.0010387389255062107,0.0016220541196065863
2007-08-03,0.01214149429607514,-0.02574532818139852,0.006640161876879658,-0.021837125122531442,-0.0093118885636565
2007-08-06,-0.002549194663611143,0.016759153312528197,-0.007278699263814192,-0.03968812753849893,0.0020433112376072593
2007-08-07,-0.0006012220106896837,0.010669533188016,-0.0008022499794347882,0.0029520266634666115,0.002854802482656238
2007-08-08,0.004362112988710809,0.013940627344569023,-0.012153432157221755,-0.0016556319274718678,-0.0028466757855564184
2007-08-09,-0.01961955405803939,-0.02963317705789814,0.0013927888325728777,-0.0090289602788588,0.007748658195305014
2007-08-10,0.01695692981784447,-0.00467777378087908,-0.0023179844070218003,-0.002603186924993617,0.0008095675905950284
2007-08-13,-0.004656715637897935,0.003593426760006846,0.002904690298770163,0.003914971790868194,0.002830378904832287
2007-08-14,0.00045274340974521543,-0.0152856328217853,0.002664285604829786,0.007056658846477992,0.0064517720684738045
2007-08-15,-0.002413692259761291,-0.013775182626777793,-0.0035812631959284413,0.016596008362086634,0.004406946060276695
2007-08-16,-0.021926463155376053,0.007515595898083038,0.010319211054612198,-0.028115349302196835,-0.0027920830103184135
2007-08-17,0.005102069101695417,0.01836675454847647,-0.004017548754470801,0.008398598970957405,-0.002800079856287385
2007-08-20,0.0016920567103051454,-0.000483538018241525,0.0005767164879946218,-0.009068996387934125,0.0024067306471777794
2007-08-21,-0.000767860099029849,0.002005268447802022,0.004836548313529088,-0.020732173914282614,0.00040024838178753797
2007-08-22,0.005071489666549578,0.01186834034698192,-0.00160399549197765,-0.0015258788973684378,-0.002800079856287385
2007-08-23,-0.0013762074187344542,-0.0008868923587356248,0.0034426552005171196,0.005730717488102943,-0.0016044870981185566
2007-08-24,0.012249319884602317,0.0123532547508729,0.004919048795681169,0.018803377684289746,-0.0044193403971706235
2007-08-27,-0.001966378039899963,-0.009303874356063835,0.005235700939998811,0.012863580336643476,-0.0008070092137244522
2007-08-28,-0.005910988166113573,-0.0219800697638588,0.0016991775321910652,-0.005521867138725822,0.0
2007-08-29,0.007318240337456761,0.019621602839173358,-0.0027128521650326975,0.028132528078940178,-0.0008078420326228519
2007-08-30,-0.004086524054994878,-0.002661796725604182,0.006688001086242457,-0.0009000762870792212,0.0044462251972026134
2007-08-31,0.01094215133610632,0.009852855469084432,0.0007875555696528203,0.005045023050394226,-0.002414478429099143
2007-09-04,0.013830514804088478,0.010095742369793825,0.00047466439894083834,0.017389767693274827,0.001613457758316228
2007-09-05,0.0017792869638721953,-0.008653324526193384,0.008017356333001047,0.00898675456446174,-0.0036245449123328832
2007-09-06,0.01924220098780105,0.002300870177629477,-0.002576325676583835,0.006461801561787439,-0.002829325446889519
2007-09-07,0.007696758271843462,-0.013906382880083168,0.014150332588064973,0.0022557218637619947,-0.005675069864134463
2007-09-10,0.0033146470522653626,-0.0019170975244854338,0.00775166450858733,0.017832455400369263,-0.0012228966451792722
2007-09-11,0.012927231556717489,0.011660547555843115,-0.000768714030457307,0.002891617048783157,0.0012243939524361203
2007-09-12,-0.0008507878821580883,0.002576409609913899,-0.003739118386961504,0.017639093142408635,-0.004891860670364845
2007-09-13,-0.005393091943733941,0.007033411680699819,-0.008941502638421639,0.002833302815755223,0.002867575100894859
2007-09-14,-0.001284303152590316,-6.751968699691968e-05,0.0014487315987248284,-0.00631539413298654,0.0024509718654577295
2007-09-17,0.014002048676170942,-0.005372609528182748,0.004782216535055284,0.014718134135191852,-0.0008149930966687702
2007-09-18,0.010285975975524053,0.029439331155089565,-0.007527654414577367,0.02274602125868541,-0.0032626314087500496
2007-09-19,-0.003765643717688172,0.005903184231374148,-0.009256570530394415,-0.0037066808229541115,-0.00040916387701017687
2007-09-20,0.01805965154719269,-0.007042123438774528,-0.01891308987001361,0.01342610538906519,-0.007367964491100776
2007-09-21,-0.0052255896099230315,0.002698941217663453,0.008491922425925669,-0.00814049678865214,0.0004123696858189252
2007-09-24,-0.0008293829365639827,-0.0018423317893661029,0.002843573407010025,-0.005149657192908275,-0.00041219970715533627
2007-09-25,0.0006917965218911082,-0.0019780228600161376,-0.0035166486955930942,-0.01213199617765115,-0.0024742181149142173
2007-09-26,-0.004562447431226246,0.005284688026834017,0.000910717721389176,0.01031604832591193,0.0033072327197853912
2007-09-27,0.009722179836697098,0.005913450118400165,0.006939106477451329,0.028200937475752363,-0.0016481193220659884
2007-09-28,0.011141749958599734,-0.0033316441878232794,0.002258491539431473,-0.014028994465862699,-0.007428872960325017
